団体コード,団体名,2016-03-31,2017-03-31,2018-03-31,2019-03-31,2020-03-31,2021-03-31,2022-03-31,2023-03-31,2024-03-31
104493,群馬県みなかみ町,79.6,79.2,79.8,81.7,83.6,85.1,86.3,88,89.5
104647,群馬県玉村町,60,64,68.8,70.3,72.4,74.6,48,51.7,55.4
105210,群馬県板倉町,85.4,86.5,87.5,16.1,3.8,7.5,11.3,15.1,18.9
105228,群馬県明和町,23.7,36.6,,,,44.4,,,
105236,群馬県千代田町,66.7,68.6,70.6,72.5,74.3,76.2,78,76.7,
105244,群馬県大泉町,82.5,84,85.6,87.5,89.4,91.3,93.2,95.1,96.9
105252,群馬県邑楽町,27.7,31,34,43.8,46.7,49.1,52.4,54.9,
111007,埼玉県さいたま市,52.5,52.9,54.7,40.6,43.4,46.6,46.1,48.4,50.5
112011,埼玉県川越市,29.5,24.2,26.5,28.6,30.5,32.4,34,29.6,32.5
112020,埼玉県熊谷市,,51.3,53.7,56.3,58.7,61.1,63.4,65.6,67.5
112038,埼玉県川口市,49.8,48.9,50.8,52.6,26.5,28.7,28.8,31.8,34.1
112062,埼玉県行田市,,85.1,87,89,90.8,84.9,85.8,85.9,86.9
112071,埼玉県秩父市,70.9,45.4,43.1,45.7,47.4,49.9,52.7,55.4,57.6
112089,埼玉県所沢市,71.5,72.8,70.1,69.1,70.8,71.4,73.1,72.3,74.1
112097,埼玉県飯能市,61.8,56.7,58.7,61.9,63.9,66,67.6,69.5,70.8
112101,埼玉県加須市,67.2,62,55.4,57.4,59.5,61.6,61.6,65.2,67.1
112119,埼玉県本庄市,,41.3,42.3,44.7,47.1,48.1,50.7,53.4,51.9
112127,埼玉県東松山市,76.4,78.4,62.2,64.3,66.5,65.1,66.8,68.6,70.4
112143,埼玉県春日部市,52.1,57.1,59.1,60.6,61.8,63.9,63.8,65.8,37.8
112151,埼玉県狭山市,,61.4,63.4,64.7,57,59.1,59.8,59.6,61.6
112160,埼玉県羽生市,81.1,71.1,72.8,74.3,76,76.7,77.9,79.5,81.3
112178,埼玉県鴻巣市,46,39.6,41.6,43.6,45.7,47.7,46.4,44.7,47
112186,埼玉県深谷市,86.1,85.6,87,88.2,25.3,20.3,9.7,11.8,13.9
112194,埼玉県上尾市,,49.7,51.4,53.4,55.1,57.1,59.5,61.6,63
112216,埼玉県草加市,24.6,25.4,27.8,30.2,26.8,29.3,29.2,7.2,11.3
112224,埼玉県越谷市,56.5,58.1,60.5,63.5,64.7,33.8,35.2,16.7,14.9
112232,埼玉県蕨市,91.9,92.6,93.3,94,94.6,95.3,,,0
112241,埼玉県戸田市,41.3,43.5,45.5,46.9,48.9,52.8,54.1,55.5,56.9
112259,埼玉県入間市,69.9,68.8,69,71.1,73.3,75.2,76.9,78.5,79.2
112275,埼玉県朝霞市,73.5,75.5,39.5,41.5,42.9,45.2,46.8,48.7,50.7
112283,埼玉県志木市,87.8,89.6,91.6,92.6,94.7,66.2,69.4,0.9,2.9
